MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
8,1.8,6.8,0.8,1.0203,0.96,0.01,0.7,15.0,12.1,18.1,False
4,2.1,8.0,0.74,1.0174,2.66,0.0,11.1,15.8,11.0,21.7,True
5,1.7,10.0,0.73,1.0114,2.07,0.04,6.7,17.0,11.3,23.3,False
8,1.1,4.9,0.84,1.0082,0.63,0.9,0.0,15.1,13.5,17.0,False
7,1.5,6.2,0.8,1005,1.38,1.17,2.6,16.5,13.5,20.9,False
3,1.9,6.7,0.71,1.0093,2.43,0.01,9.7,17.7,12.6,23.0,False
7,1.8,8.9,0.74,1.0138,2.12,0.2,7.4,18.3,14.0,23.8,False
2,1.8,6.9,0.71,1.0226,2.78,0.0,12.9,18.7,12.1,25.4,True
1,1.3,4.9,0.68,1.0265,2.65,0.0,11.9,20.1,13.9,27.2,True
1,2.1,7.6,0.63,1.0247,2.72,0.0,12.6,21.3,14.6,28.5,True
3,1.9,8.6,0.66,1.0194,2.46,0.0,10.5,20.7,14.5,26.9,True
6,2.0,6.9,0.66,1.0168,1.47,0.38,3.5,18.2,15.6,22.0,False
8,1.9,7.2,0.9,1.0133,0.75,1.32,0.3,14.9,13.0,19.2,False
7,2.4,7.0,0.83,1.0164,0.96,0.0,1.0,14.2,11.6,17.3,False
5,2.3,6.7,0.77,1.0195,1.29,0.06,2.6,14.3,9.8,18.6,False
7,2.6,7.5,0.82,1.0205,1.08,0.12,1.3,14.7,13.1,18.5,False
6,1.5,6.9,0.71,1.0191,1.8,0.0,5.8,16.4,13.0,20.7,True
7,3.4,14.0,0.79,1.0143,1.06,1.15,1.3,14.6,10.5,20.2,False
6,3.3,13.8,0.85,1.0201,1.23,0.94,2.2,9.0,5.4,14.3,False
6,3.6,14.2,0.82,1.0255,1.37,0.3,3.1,9.0,6.1,13.0,False
8,3.9,10.6,0.89,1.0254,0.61,2.18,0.0,9.2,7.7,11.1,False
8,3.4,10.0,0.89,1.0249,0.72,0.19,0.2,11.9,11.0,14.5,False
8,2.9,7.7,0.86,1.0231,0.67,0.04,0.1,13.2,11.8,15.5,False
7,3.1,9.6,0.78,1.0194,1.21,0.14,2.4,13.8,11.9,17.2,False
7,3.2,13.5,0.76,1.0161,1.28,0.65,2.9,13.0,9.9,17.0,False
7,3.6,10.9,0.82,1.0199,1.01,0.19,1.4,11.4,9.5,15.3,False
5,1.4,5.2,0.78,1.0252,1.51,0.0,4.6,13.1,8.8,18.3,True
1,1.6,5.2,0.77,1.0244,2.28,0.0,11.8,12.7,7.1,19.3,True
3,2.0,8.6,0.74,1.0193,2.0,0.03,9.1,15.9,7.8,23.3,False
6,2.5,7.7,0.76,1.0235,1.41,0.0,4.2,14.9,10.1,18.8,True
0,1.2,4.7,0.73,1019,2.22,0.0,11.7,16.0,8.1,24.5,True
7,2.3,7.5,0.63,1.0125,1.49,0.61,5.0,19.5,14.2,25.3,False
8,3.7,14.7,0.87,1.0147,0.68,0.52,0.3,12.2,8.6,16.2,False
4,1.7,5.6,0.78,1.0254,1.47,0.0,5.1,9.4,6.2,13.9,False
2,1.4,5.5,0.73,1.0256,2.12,0.0,11.5,11.1,6.0,17.3,False
2,1.6,5.7,0.69,1.0243,2.07,0.0,11.2,13.8,6.1,22.2,True
3,1.5,4.4,0.69,1.0232,2.07,0.0,11.4,15.5,8.8,24.4,True
1,1.5,6.1,0.71,1.0228,2.07,0.0,11.6,15.6,9.0,23.8,True
0,1.3,4.9,0.75,1.0172,2.03,0.33,11.4,16.3,9.2,24.4,False
8,2.6,12.5,0.88,1.0175,0.49,2.0,0.0,11.2,8.0,15.6,False
8,2.0,5.9,0.92,1.0132,0.48,1.52,0.0,8.2,7.7,8.8,False
6,1.7,5.3,0.87,1.0044,0.58,0.35,0.2,9.9,8.1,12.9,False
8,3.8,13.2,0.87,1.0063,0.47,2.21,0.0,9.4,7.9,11.2,False
5,3.8,13.1,0.66,1.0161,1.67,0.0,8.4,13.1,10.1,18.6,True
6,1.5,4.8,0.75,1.0238,1.41,0.0,6.0,13.2,8.3,19.3,True
2,1.3,4.1,0.78,1024,1.8,0.0,10.3,14.3,7.8,21.8,True
7,1.4,4.6,0.79,1.0201,1.49,0.05,7.1,16.4,10.0,22.6,False
4,1.4,5.8,0.8,1.0187,1.59,0.0,8.3,17.8,13.1,24.3,True
5,1.6,7.8,0.83,1.0204,0.82,0.01,1.6,17.1,13.6,22.0,False
8,1.7,7.0,0.89,1021,0.43,0.63,0.0,15.6,11.7,17.1,False
7,2.8,8.2,0.77,1.0213,1.1,0.0,3.9,11.4,7.8,15.0,False
2,2.0,6.2,0.78,1.0219,1.64,0.0,9.8,10.1,5.7,15.8,False
3,1.2,4.7,0.81,1.0234,1.47,0.0,7.9,10.1,4.7,16.9,False
3,1.1,4.6,0.81,1025,1.54,0.0,9.0,9.6,4.9,15.6,False
2,1.2,4.4,0.88,1024,1.56,0.0,9.4,7.5,3.8,11.9,False
5,1.8,7.3,0.87,1.0259,1.24,0.0,5.9,8.8,5.4,14.3,False
7,2.3,7.6,0.84,1.0237,0.84,0.0,2.3,9.5,4.7,14.0,False
5,2.0,5.9,0.8,1.0258,0.96,0.0,3.4,10.3,5.4,14.4,False
3,2.4,6.4,0.78,1.0256,1.28,0.0,6.9,7.8,3.4,15.0,False
0,1.3,4.8,0.78,1.0221,1.52,0.0,10.1,10.0,2.6,20.0,True
0,1.6,5.0,0.77,1.0224,1.49,0.0,10.0,12.3,7.3,19.3,True
4,2.7,10.1,0.67,1.02,1.45,0.07,9.7,14.1,7.4,20.4,False
7,4.0,14.4,0.77,1.0259,0.77,0.09,2.2,8.5,5.7,13.2,False
8,3.6,13.1,0.84,1.0306,0.61,0.45,1.1,4.4,1.4,7.3,False
5,2.2,7.3,0.82,1.0332,0.62,0.1,1.2,2.6,-0.2,5.1,False
7,2.0,5.1,0.92,1.0287,0.34,0.55,0.0,1.6,0.6,2.7,False
8,2.3,6.7,0.84,1.0256,0.34,0.03,0.0,2.3,0.6,4.0,False
8,1.8,5.7,0.92,1.0219,0.33,0.42,0.0,2.6,1.6,3.4,False
8,3.2,8.7,0.88,1.0213,0.33,0.0,0.0,4.2,2.5,5.8,False
8,2.8,9.2,0.89,1.0214,0.32,0.0,0.0,6.0,4.6,7.3,False
8,2.6,7.9,0.85,1.0202,0.32,0.0,0.0,6.0,5.1,7.9,False
8,2.1,7.9,0.82,1.0289,0.31,0.0,0.0,6.6,6.0,7.5,False
7,1.6,4.7,0.81,1.0256,0.31,0.0,0.0,6.9,3.4,9.6,False
5,1.2,4.2,0.81,1.0172,1.15,0.0,8.1,6.6,0.8,13.8,False
8,2.2,6.3,0.84,1.0174,0.3,0.05,0.0,7.7,4.9,10.7,False
5,2.0,5.8,0.8,1.0285,0.92,0.0,5.3,7.0,2.5,10.8,False
1,1.2,5.3,0.88,1.0329,0.97,0.0,6.2,3.5,-0.6,9.9,False
3,1.2,5.5,0.83,1033,0.98,0.0,6.5,5.3,0.1,11.1,False
7,1.3,5.5,0.86,1.0279,0.53,0.18,1.4,8.4,6.9,12.0,False
7,2.2,8.1,0.8,1.0255,0.28,0.02,0.0,8.2,6.2,9.1,False
3,1.9,6.4,0.67,1.0271,1.12,0.12,9.2,6.0,1.8,10.0,False
7,4.7,15.6,0.85,1.0253,0.57,1.11,1.9,5.0,0.6,7.7,False
8,6.1,17.2,0.84,1.0251,0.26,0.57,0.0,4.4,1.9,6.1,False
8,4.9,15.5,0.83,1.0191,0.3,0.17,0.1,6.9,5.2,8.4,False
8,6.8,20.5,0.78,1014,0.3,0.21,0.1,4.1,1.6,8.7,False
8,7.5,20.1,0.88,1.0163,0.25,1.44,0.0,2.1,0.5,4.0,False
8,7.4,24.5,0.87,1.0096,0.25,2.02,0.0,5.4,1.8,8.8,False
7,5.7,15.2,0.77,1.0178,0.46,0.08,1.3,2.6,0.1,3.8,False
7,5.4,15.4,0.72,1.0153,0.34,0.55,0.4,2.7,0.7,3.8,False
8,3.3,10.4,0.92,1007,0.24,0.53,0.0,0.6,-1.2,1.8,False
6,2.0,6.8,0.91,1.0203,0.36,0.13,0.6,-2.0,-5.2,0.2,False
6,1.2,5.3,0.84,1.0288,0.43,0.0,1.2,-3.0,-5.9,0.2,False
6,0.9,4.0,0.79,1.0275,0.31,0.0,0.3,-2.2,-6.8,0.3,False
6,2.5,8.4,0.8,1.0168,0.72,0.0,5.1,-0.1,-1.5,2.5,False
4,1.8,6.1,0.83,1015,0.62,0.0,3.7,-0.3,-3.1,3.2,False
8,1.9,6.4,0.95,1.0174,0.26,0.0,0.1,-0.5,-1.7,1.7,False
5,1.8,6.1,0.91,1.0148,0.46,0.0,1.8,0.8,-1.4,5.4,False
8,1.4,4.2,0.93,1.0127,0.38,0.0,1.0,1.4,-0.5,4.4,False
7,1.6,4.4,0.92,1.0136,0.56,0.4,3.2,2.9,0.1,5.7,False
8,1.6,4.5,0.97,1.0226,0.21,0.31,0.0,4.3,3.1,4.8,False
8,4.8,16.5,0.84,1021,0.21,0.46,0.0,4.1,3.1,5.5,False
7,5.9,17.2,0.85,1.0244,0.47,0.26,2.2,1.5,-0.5,3.9,False
5,3.0,11.8,0.87,1.0292,0.26,0.03,0.2,1.0,-1.6,2.3,False
2,2.1,7.3,0.86,1.0246,0.82,0.0,8.1,-0.6,-3.0,3.6,False
6,1.6,5.8,0.85,1.0162,0.58,0.14,3.9,-0.1,-2.3,3.4,False
8,3.4,10.9,0.83,1.0142,0.2,0.02,0.0,4.8,1.7,6.3,False
7,2.7,11.1,0.76,1.0132,0.28,0.05,0.3,7.2,3.4,9.4,False
7,5.3,17.6,0.6,1.0105,0.42,0.39,1.7,8.9,5.8,11.4,False
5,6.9,20.4,0.74,1.0008,0.38,0.35,1.2,6.3,4.4,8.9,False
8,4.6,13.0,0.81,1.0171,0.2,0.25,0.0,4.0,2.3,5.2,False
4,2.4,7.7,0.71,1.0232,0.56,0.12,4.0,7.0,3.6,11.9,False
8,4.5,13.6,0.76,1.0201,0.36,0.68,1.1,8.6,7.2,10.0,False
7,6.6,24.9,0.74,1006,0.37,0.53,1.2,9.8,6.2,13.7,False
5,3.5,11.4,0.82,1.0112,0.28,0.17,0.4,4.1,1.8,6.2,False
7,3.1,12.2,0.76,999,0.29,0.13,0.5,5.4,2.5,8.2,False
7,3.6,12.5,0.78,1.0035,0.33,0.31,0.9,4.6,2.4,7.0,False
8,3.5,8.8,0.92,1.0185,0.19,0.58,0.0,2.3,1.0,4.3,False
8,2.5,6.8,0.94,1.0316,0.19,0.52,0.0,2.0,0.6,2.8,False
8,2.1,7.5,0.84,1038,0.19,0.01,0.0,1.8,-1.4,3.1,False
7,2.1,6.7,0.78,1.0369,0.19,0.0,0.0,-1.4,-2.9,-0.6,False
5,3.7,11.4,0.73,1.0352,0.51,0.0,3.5,-2.3,-3.3,-0.8,False
8,3.8,10.1,0.78,1.0351,0.19,0.0,0.0,-1.7,-2.4,-0.9,False
8,5.0,12.5,0.77,1.0348,0.19,0.0,0.0,-2.9,-3.9,-2.4,False
4,2.8,7.6,0.8,1.0354,0.4,0.0,1.9,-3.2,-4.4,-1.0,False
2,1.0,3.2,0.93,1.0408,0.24,0.0,0.2,-5.3,-7.4,-3.1,False
0,0.9,3.1,0.9,1.0384,0.68,0.0,7.2,-5.2,-8.9,-1.0,False
6,0.9,2.9,0.95,1033,0.54,0.0,4.1,-5.1,-6.6,-2.2,False
7,1.1,3.0,0.94,1031,0.54,0.0,4.1,-4.3,-6.3,-1.4,False
4,0.9,3.0,0.94,1.0318,0.46,0.0,2.8,-4.5,-6.2,-1.5,False
7,0.9,3.0,0.92,1.0316,0.61,0.0,5.6,-3.4,-6.8,1.1,False
7,2.1,7.0,0.94,1.0294,0.26,0.0,0.3,-4.4,-6.9,-3.1,False
6,1.3,6.5,0.85,1.0305,0.51,0.0,3.6,-3.4,-7.7,0.2,False
6,0.8,2.8,0.91,1.0372,0.19,0.0,0.0,-0.3,-4.5,1.7,False
7,1.1,3.7,0.95,1.0354,0.48,0.0,3.0,-3.8,-5.8,-1.9,False
1,1.3,7.0,0.72,1.0265,0.72,0.56,7.8,-0.9,-8.4,9.1,False
7,2.8,9.2,0.87,1.0255,0.28,0.13,0.4,2.9,1.5,4.2,False
6,2.4,9.0,0.89,1.0296,0.19,0.12,0.0,0.8,-1.1,2.5,False
8,1.7,6.6,0.9,1.0273,0.2,0.0,0.0,-2.3,-3.5,-0.8,False
7,3.8,11.4,0.79,1.0211,0.45,0.0,2.3,-3.0,-4.3,-1.2,False
7,3.1,7.9,0.74,1.0122,0.54,0.0,3.8,-2.8,-5.8,0.1,False
4,2.0,5.1,0.8,1.0147,0.47,0.0,2.5,-1.7,-4.2,2.3,False
6,1.3,5.0,0.83,1.0157,0.35,0.7,1.0,0.0,-3.8,3.6,False
8,2.6,8.6,0.88,1.0151,0.24,0.12,0.1,3.3,0.4,5.5,False
6,3.5,15.3,0.84,1.0193,0.24,0.85,0.1,5.0,2.5,9.4,False
2,2.5,9.5,0.71,1.0254,0.76,0.0,7.8,3.7,-1.5,8.0,False
7,2.5,8.4,0.69,1.0211,0.21,0.0,0.0,4.1,-2.5,8.3,False
4,2.2,5.5,0.64,1.0211,0.74,0.0,7.1,7.0,3.9,12.1,False
2,2.6,6.8,0.57,1.0125,0.77,0.0,7.5,5.8,-0.4,12.3,False
6,3.1,9.0,0.75,1.0117,0.21,0.0,0.0,4.0,0.6,8.6,False
8,2.0,7.6,0.87,1.0197,0.28,0.0,0.2,2.5,0.9,3.9,False
7,1.3,4.7,0.94,1.0164,0.22,0.0,0.0,0.3,-1.5,2.8,False
3,1.7,5.8,0.74,1.0117,0.79,0.01,7.4,3.6,-0.6,9.7,False
8,1.6,11.0,0.73,1.0044,0.43,0.01,1.4,5.4,1.6,7.8,False
6,2.1,6.6,0.76,1.0145,0.59,0.75,3.5,5.6,1.6,9.4,False
7,4.8,14.3,0.77,1.0206,0.5,0.03,2.1,6.7,2.1,9.9,False
7,7.2,18.0,0.61,1.0266,0.46,0.0,1.6,10.9,9.5,12.9,False
6,4.3,12.9,0.63,1.0279,0.67,0.0,4.5,9.1,5.3,12.1,False
3,3.7,14.6,0.71,1021,0.83,0.01,7.2,6.6,3.8,9.5,False
8,5.9,17.4,0.75,1.0184,0.34,0.44,0.4,5.0,0.4,8.8,False
1,2.1,6.1,0.65,1.0345,0.91,0.0,8.4,2.2,-0.5,6.0,False
3,1.4,6.3,0.53,1.0314,0.89,0.39,7.7,5.0,-0.4,11.5,False
5,2.4,11.2,0.82,1.0402,0.69,0.0,4.2,3.4,0.4,6.7,False
4,3.2,9.5,0.63,1.0381,0.93,0.0,8.0,3.3,-1.4,7.8,False
8,6.9,17.7,0.2,1.0304,0.26,0.0,0.0,9.3,6.2,10.9,False
3,2.0,8.1,0.6,1034,0.84,0.0,6.1,6.0,0.9,10.5,False
1,1.4,5.9,0.83,1.0295,0.98,0.0,8.3,2.7,-1.9,8.4,False
8,2.9,11.8,0.85,1.0242,0.34,0.15,0.2,2.5,-0.8,5.9,False
7,2.3,8.7,0.83,1.0237,0.27,0.01,0.0,1.9,0.5,3.8,False
5,3.3,10.7,0.59,1.0073,0.72,0.36,3.7,6.4,1.9,11.9,False
5,3.5,13.2,0.79,1.0173,0.52,0.0,1.3,2.0,-1.2,5.0,False
0,2.2,6.4,0.72,1.02,1.09,0.0,9.3,0.8,-3.5,6.4,False
5,3.0,9.7,0.59,1.0106,0.7,0.2,3.1,5.6,1.2,12.7,False
7,2.6,9.9,0.68,1.0217,0.96,0.01,6.5,5.9,2.3,9.3,False
6,5.8,20.6,0.68,1.0236,0.69,0.37,2.7,8.2,4.5,11.4,False
4,2.9,9.2,0.76,1.0382,0.9,0.0,5.3,3.4,-1.4,6.8,False
0,1.7,6.7,0.7,1.0402,1.18,0.0,9.6,1.5,-3.3,7.5,False
0,2.5,7.7,0.65,1.0374,1.19,0.0,9.5,2.2,-2.3,7.4,False
1,2.4,8.8,0.72,1.0366,1.18,0.0,9.0,1.7,-2.2,6.0,False
1,2.3,7.9,0.74,1.0361,1.21,0.0,9.2,1.4,-2.7,7.0,False
2,2.0,7.6,0.68,1.0345,1.22,0.0,9.2,1.7,-2.7,7.2,False
3,1.5,4.2,0.87,1.0368,1.03,0.0,6.1,-1.8,-4.2,1.8,False
5,1.4,4.7,0.94,1.0363,1.15,0.02,7.6,-2.3,-4.9,1.9,False
8,2.1,8.3,0.85,1.0369,0.34,0.02,0.0,-1.3,-3.7,0.4,False
0,2.9,8.0,0.59,1044,1.32,0.0,9.8,-3.0,-6.0,0.4,False
3,1.8,6.8,0.61,1.0424,1.32,0.0,9.5,-2.4,-7.1,3.5,False
1,2.1,7.2,0.5,1.0343,1.38,0.0,10.1,2.1,-4.0,9.5,False
1,1.5,7.2,0.6,1027,1.39,0.0,10.0,3.5,-2.9,11.4,False
3,1.6,8.7,0.63,1.0234,1.31,0.0,8.5,5.1,-2.6,12.4,False
7,3.3,9.4,0.81,1.0263,0.54,0.06,0.5,7.4,6.1,9.9,False
7,4.6,12.8,0.73,1.0281,0.91,0.01,3.3,9.3,6.5,13.3,False
6,3.6,11.9,0.69,1.0291,1.15,0.0,5.8,10.0,5.7,14.1,False
1,1.4,6.6,0.65,1.0236,1.51,0.0,10.4,10.2,1.2,21.0,True
4,2.9,11.0,0.64,1.0228,1.17,0.0,5.7,10.5,5.2,14.1,False
1,3.6,12.9,0.65,1.0168,1.51,0.36,9.9,10.6,5.3,16.5,False
7,3.4,12.8,0.77,1.0189,0.48,0.0,0.1,7.5,4.5,9.5,False
7,1.4,4.8,0.68,1.0233,1.41,0.11,8.1,7.2,2.7,11.2,False
8,4.5,20.2,0.82,1.0174,0.42,0.62,0.0,9.6,6.9,11.7,False
6,9.6,28.9,0.7,1.0052,1.05,0.8,3.7,9.0,1.0,11.7,False
7,8.7,24.3,0.67,1.0104,0.48,0.0,0.1,10.2,8.0,12.5,False
8,5.8,19.0,0.73,1.0114,0.66,0.33,0.8,8.8,1.4,13.1,False
7,1.7,5.8,0.82,1.0149,0.45,0.23,0.0,2.4,0.3,3.9,False
5,3.1,9.9,0.71,1.0265,1.32,0.0,5.6,-0.6,-3.3,2.3,False
1,1.5,6.9,0.6,1.0274,1.86,0.0,11.0,-0.8,-5.6,4.5,False
6,2.1,7.4,0.64,1.0168,1.16,0.0,4.0,0.7,-3.8,5.2,False
7,2.7,7.6,0.77,1014,0.47,0.01,0.0,2.9,1.3,5.0,False
2,1.6,4.2,0.67,1.0088,1.87,0.0,10.5,5.8,0.0,12.8,False
4,3.3,11.0,0.53,0.9984,1.76,0.16,9.1,9.5,2.7,17.2,False
7,5.2,16.3,0.64,1.0003,1.11,0.08,3.2,7.7,5.4,10.2,False
5,7.6,21.8,0.73,1.0031,0.9,0.85,1.7,9.1,4.0,13.0,False
6,6.0,17.2,0.69,1.0168,0.68,0.29,0.5,5.4,2.8,8.0,False
8,4.9,16.9,0.86,1.0138,0.57,1.15,0.1,8.0,4.3,11.1,False
7,2.2,7.1,0.84,1012,1.53,0.02,6.1,9.3,5.2,14.7,False
7,3.8,14.5,0.75,1.0055,0.52,0.25,0.0,8.8,6.2,11.2,False
8,3.9,13.4,0.86,1.0081,0.53,0.49,0.0,5.1,2.3,7.1,False
4,3.7,11.1,0.65,1.0129,1.73,0.0,7.5,2.3,-0.1,6.2,False
7,3.5,12.3,0.72,1.0143,1.55,0.07,5.8,1.2,-1.2,4.7,False
5,4.6,17.9,0.82,1.0146,1.1,0.1,2.4,0.9,-1.2,3.4,False
8,6.5,19.4,0.84,0.9901,0.56,0.73,0.0,2.4,0.7,4.2,False
5,4.2,13.3,0.65,0.9901,1.73,0.0,6.9,3.2,0.4,7.6,False
7,3.5,9.4,0.77,0.9969,1.23,0.0,3.0,1.1,-1.2,4.0,False
6,3.8,12.2,0.65,0.9974,1.54,0.1,5.1,0.1,-2.4,4.1,False
6,5.6,19.3,0.76,1.0028,1.3,0.18,3.3,-0.4,-2.1,2.4,False
7,4.0,12.2,0.78,1.0048,0.83,0.0,0.7,2.2,-2.1,6.2,False
8,1.7,8.7,0.71,1.0029,0.66,0.03,0.1,5.6,2.5,8.5,False
4,2.3,7.1,0.66,1.0125,1.86,0.02,7.2,6.6,2.2,12.0,False
3,4.5,13.8,0.57,1.0197,2.25,0.0,10.4,8.6,5.0,13.0,False
4,3.0,9.6,0.47,1.0133,2.33,0.0,11.0,12.0,2.1,21.7,True
7,2.7,8.2,0.62,1.0165,1.69,0.0,5.5,10.3,7.2,14.1,False
7,3.1,11.0,0.72,1.0225,0.63,0.41,0.0,9.9,7.5,13.2,False
7,4.7,22.6,0.81,1.0207,1.15,0.76,1.9,7.2,4.7,10.4,False
8,3.4,10.4,0.91,1.0225,1.1,0.78,1.6,3.9,1.5,7.7,False
8,1.7,5.9,0.89,1.0264,0.65,0.17,0.0,4.9,3.5,7.2,False
6,2.9,10.1,0.74,1013,1.86,0.5,6.3,6.7,3.0,10.5,False
7,2.7,10.0,0.8,1.0019,1.13,0.27,1.6,4.9,2.5,8.2,False
5,4.8,18.0,0.64,1.0051,1.91,0.0,6.4,2.8,-0.8,5.6,False
5,2.3,8.4,0.61,1.0054,2.24,0.0,8.9,4.9,-1.7,10.4,False
6,2.6,10.5,0.57,0.9974,1.88,0.0,6.0,12.2,5.3,18.0,True
6,2.4,7.6,0.69,0.9965,2.08,0.0,7.4,13.4,9.0,17.6,False
7,2.8,17.6,0.78,0.9976,1.73,0.5,4.8,12.4,5.4,20.1,False
7,3.1,10.8,0.73,1.0123,1.11,0.01,1.3,7.0,4.7,10.3,False
5,2.3,6.6,0.56,1.0151,1.89,0.0,5.7,10.0,5.8,14.6,False
4,3.8,12.3,0.68,1.0136,2.03,0.39,6.6,8.4,5.0,14.6,False
8,3.4,8.7,0.88,1.0182,0.78,0.18,0.1,5.3,3.5,7.7,False
7,2.0,7.1,0.78,1.0178,1.56,0.08,3.4,5.0,2.5,9.1,False
7,2.9,9.1,0.77,1007,1.58,0.0,3.5,6.3,2.7,11.3,False
7,3.1,8.3,0.74,0.9973,2.16,0.02,7.2,9.5,3.6,15.9,False
7,3.3,14.7,0.81,0.9993,1.72,0.27,4.2,9.9,6.8,14.7,False
4,2.7,9.4,0.65,1.0044,2.77,0.0,11.7,12.4,4.5,19.1,True
8,3.3,14.8,0.83,0.9985,0.94,4.54,0.4,10.6,7.4,14.6,False
8,3.2,11.1,0.98,1.0033,0.83,0.65,0.1,8.7,6.9,10.8,False
6,1.8,6.1,0.79,1.0184,1.59,0.0,3.2,9.4,7.0,12.7,False
6,1.8,8.6,0.84,1.0243,1.56,0.66,3.0,10.0,6.3,15.2,False
7,3.4,14.5,0.77,1.0277,1.64,0.26,3.4,9.8,6.8,14.5,False
4,2.1,6.5,0.65,1.0287,2.56,0.0,9.4,10.8,4.9,16.6,False
4,2.5,7.2,0.58,1.0212,3.02,0.0,12.9,12.7,4.2,19.8,True
6,2.2,11.7,0.65,1.0096,2.29,2.59,7.3,15.4,10.1,22.6,False
6,2.7,10.8,0.87,1.0071,1.46,0.22,2.3,9.5,7.1,12.3,False
4,3.6,18.0,0.75,1.0044,2.79,1.0,10.8,11.1,4.9,20.2,False
6,2.4,10.2,0.7,1.0151,2.32,0.03,6.7,10.5,7.0,15.3,False
6,2.0,20.4,0.7,1.0225,2.3,0.19,6.5,11.8,6.8,17.0,False
4,2.0,8.3,0.65,1025,2.91,0.0,11.1,12.9,7.6,18.6,True
4,2.6,8.5,0.63,1023,2.98,0.0,11.6,12.4,6.0,18.3,True
1,2.3,8.1,0.64,1.0247,3.09,0.0,12.5,11.7,5.1,17.5,False
3,3.0,12.8,0.71,1.0238,2.96,0.01,11.3,12.9,6.0,19.8,False
2,2.8,9.3,0.66,1.0214,3.14,0.0,12.7,12.8,6.5,19.2,True
0,2.9,9.2,0.56,1.0184,3.34,0.0,14.4,13.8,5.4,20.9,True
0,3.5,11.2,0.53,1.0158,3.34,0.0,14.3,15.9,7.2,22.9,True
0,4.3,12.4,0.53,1.0163,3.36,0.0,14.4,16.2,10.1,22.3,True
1,3.5,10.4,0.56,1016,3.29,0.0,13.7,15.8,7.4,22.5,True
0,2.8,10.0,0.51,1.0155,3.4,0.0,14.6,15.8,7.3,23.1,True
1,2.1,7.1,0.5,1013,3.4,0.0,14.5,16.6,8.2,23.7,True
1,1.5,6.4,0.5,1012,3.38,0.0,14.2,17.2,8.5,24.6,True
5,2.4,12.4,0.56,1.0092,2.97,0.97,10.6,18.1,10.6,24.6,False
7,2.3,7.8,0.7,1.0086,2.31,0.04,5.8,17.2,12.5,22.6,False
7,2.1,8.3,0.77,1.0061,1.85,1.14,3.1,16.4,12.4,20.0,False
8,2.3,7.2,0.96,1.0078,0.87,1.62,0.0,12.1,10.8,14.1,False
8,2.6,8.1,0.86,1.0098,1.05,0.0,0.2,12.3,10.3,15.3,False
8,3.8,13.2,0.84,1.0124,0.87,0.18,0.0,9.7,7.5,11.6,False
8,2.1,5.2,0.95,1.0144,0.88,0.04,0.0,9.1,7.2,11.4,False
8,1.8,4.7,0.88,1.0147,0.88,0.05,0.0,11.4,9.5,13.6,False
5,1.7,5.8,0.78,1.0133,2.34,0.05,5.7,13.6,9.6,19.0,False
6,2.1,7.5,0.76,1.0108,2.63,0.04,7.6,15.2,7.5,22.0,False
7,2.3,8.1,0.77,1.0128,2.64,0.0,7.6,16.8,11.7,22.3,True
8,1.7,8.3,0.76,1.0118,1.6,0.0,1.8,18.4,13.0,24.8,True
3,2.8,10.0,0.63,1.0093,3.26,0.0,12.3,22.7,14.5,30.5,True
7,2.6,8.7,0.57,1.0088,1.75,0.0,2.4,23.7,18.0,31.2,True
6,2.5,7.6,0.7,1.0073,2.69,0.0,7.8,23.3,16.9,29.4,True
5,2.2,11.9,0.71,1.0078,3.07,0.03,10.6,20.6,15.1,29.7,False
4,3.3,10.6,0.68,1.0132,3.11,0.0,10.9,19.6,15.1,24.8,True
2,2.0,6.9,0.64,1.0144,3.29,0.0,13.1,20.9,14.0,27.4,True
4,2.8,11.3,0.62,1.0095,2.93,0.01,10.4,21.8,15.9,29.5,False
7,2.9,9.7,0.71,1013,1.25,0.0,1.1,17.9,15.3,22.0,True
8,2.5,8.7,0.85,1.0122,1.65,3.3,2.7,17.0,14.0,21.7,False
7,2.0,6.3,0.95,1.0104,1.02,0.58,0.4,15.7,13.3,19.8,False
7,2.7,7.5,0.82,1.0104,1.56,4.33,2.3,16.5,12.8,20.7,False
8,3.0,7.5,0.95,1.0141,0.93,0.49,0.2,13.7,12.2,17.0,False
6,1.8,13.8,0.8,1.0168,2.03,0.0,4.6,15.7,12.4,22.4,True
4,2.2,7.7,0.72,1.0191,3.38,0.0,13.6,18.0,11.4,23.6,True
3,2.1,8.8,0.69,1.0181,3.05,0.0,11.1,19.7,13.1,26.0,True
7,2.9,10.0,0.83,1.0158,1.26,0.35,1.1,16.8,12.9,22.0,False
7,1.6,12.5,0.75,1.0121,1.96,1.06,4.2,15.2,11.1,20.0,False
6,3.0,12.5,0.79,1.0148,1.64,0.28,2.6,11.0,8.4,15.1,False
6,1.7,8.0,0.69,1.0154,1.94,0.04,4.1,12.3,7.0,17.0,False
6,2.5,10.1,0.65,1.0117,2.4,0.08,6.7,13.8,9.2,18.4,False
8,1.8,5.6,0.83,1.0103,0.98,0.4,0.3,12.7,10.7,16.1,False
7,1.7,6.5,0.9,1.0121,1.14,0.08,0.7,13.9,11.5,17.3,False
