,MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_BBQ_weather
1208,3,2.7,9.0,0.59,1.0132,2.71,0.0,11.0,12.4,6.3,18.7,1
1209,2,1.7,5.9,0.49,1.0174,2.91,0.0,12.5,12.6,5.0,19.1,1
1210,4,2.3,8.7,0.44,1.0167,2.66,0.0,10.4,14.9,7.1,21.4,1
1211,7,3.0,13.5,0.53,1.0109,2.11,0.11,6.3,16.4,9.9,25.0,0
1212,6,5.2,16.9,0.52,1.0144,1.6,0.0,3.1,13.1,11.3,16.0,0
1213,5,2.4,9.2,0.39,1.0104,2.44,0.0,8.4,17.2,10.3,24.3,1
1214,6,3.6,12.9,0.48,1.0133,2.1,0.0,6.0,17.4,13.7,21.9,1
1215,8,3.5,16.3,0.62,1.0122,1.9,0.07,4.7,16.9,11.2,24.6,0
1216,5,3.0,11.1,0.5,1.0211,2.51,0.0,8.2,14.6,10.4,20.2,1
1217,3,1.8,6.9,0.52,1.0154,2.63,0.32,9.0,16.1,7.8,22.9,0
1218,4,4.3,14.5,0.57,1.0229,2.49,0.0,7.9,12.8,9.1,17.8,0
1219,3,2.7,8.1,0.43,1.0209,3.17,0.0,13.4,16.0,5.9,25.2,1
1220,1,2.6,9.1,0.45,1.0131,3.11,0.0,12.8,21.4,9.4,31.8,1
1222,1,2.5,8.2,0.58,1.0184,3.14,0.0,12.8,20.5,14.3,27.1,1
1225,6,2.0,6.1,0.73,1.0192,2.12,0.59,4.9,15.6,12.2,20.0,0
1226,7,1.6,5.6,0.85,1.0193,1.28,0.19,0.9,15.5,13.1,19.5,0
1227,6,2.7,9.9,0.72,1.0176,1.89,0.0,3.5,15.7,13.3,19.0,1
1229,5,3.6,13.2,0.69,1.0225,2.51,0.14,7.3,7.5,5.1,11.1,0
1230,5,2.8,9.8,0.66,1.0237,2.61,0.05,7.9,8.2,4.4,12.9,0
1231,2,2.5,7.9,0.59,1.0175,3.31,0.0,13.5,11.0,2.8,17.5,0
1233,6,3.4,12.8,0.69,1.0176,2.14,0.03,4.7,14.9,10.0,19.3,0
1235,7,3.3,13.4,0.75,1.0193,1.15,0.52,0.4,11.0,8.3,13.5,0
1236,6,4.4,15.7,0.71,1.0246,2.12,0.19,4.5,10.0,7.7,14.1,0
1237,5,4.0,10.9,0.67,1.0263,2.18,0.05,4.8,11.9,8.8,15.9,0
1238,7,2.7,7.5,0.68,1.0183,2.55,0.0,7.1,17.0,11.2,23.9,1
1239,4,2.8,8.6,0.56,1.0075,3.45,0.0,14.1,20.0,10.8,28.2,1
1240,7,3.4,11.0,0.69,1.0124,1.28,0.07,0.7,16.5,13.1,19.8,0
1241,8,2.3,6.6,0.82,1.0188,1.07,0.05,0.2,14.3,11.7,17.0,0
1242,7,2.1,7.4,0.8,1.0195,1.7,0.04,2.2,17.4,13.9,22.9,0
1243,7,3.0,12.0,0.78,1.0181,1.73,0.17,2.3,18.1,15.1,23.0,0
1244,6,3.1,9.3,0.68,1.0145,2.65,0.0,7.6,19.9,15.0,25.6,1
1245,2,2.3,7.5,0.63,1.0131,3.39,0.23,13.3,20.5,14.3,27.3,0
1246,5,2.4,9.4,0.66,1.0122,2.54,0.01,6.8,20.0,14.6,26.0,0
1247,2,2.3,8.9,0.6,1.0117,2.95,0.0,10.6,20.8,15.0,26.6,1
1248,1,2.6,8.7,0.54,1.0112,3.5,0.0,14.8,21.0,13.5,27.7,1
1249,1,2.3,8.5,0.54,1.0128,3.42,0.0,14.1,22.0,14.9,28.6,1
1250,3,2.0,11.2,0.59,1.0146,3.07,0.13,11.4,22.7,15.5,31.1,0
1252,5,1.8,7.7,0.76,1.0192,1.69,0.05,2.9,20.8,17.2,25.2,0
1253,3,2.5,8.3,0.67,1.0169,3.08,0.0,11.4,22.8,16.7,28.2,1
1254,4,2.2,9.4,0.59,1.0136,2.86,0.05,9.8,23.3,17.7,29.6,0
1255,5,2.2,7.8,0.62,1.0185,2.39,0.0,6.7,22.1,18.5,26.6,1
1256,4,2.0,7.8,0.54,1.0162,3.49,0.0,14.5,24.9,16.8,31.3,1
1257,5,2.5,9.0,0.56,1.0184,3.07,0.0,11.3,24.9,20.3,29.4,1
1258,3,2.4,13.2,0.51,1.0173,3.13,0.15,11.7,26.3,19.5,33.7,0
1259,4,2.3,11.8,0.72,1.0201,2.46,0.69,7.1,21.5,18.6,26.8,0
1261,4,2.5,8.0,0.69,1.0165,2.84,0.0,9.6,21.0,16.8,26.0,1
1262,5,2.3,7.5,0.57,1.0132,3.12,0.0,11.6,21.1,16.0,25.5,1
1263,3,2.0,13.3,0.54,1.0115,3.45,0.46,14.1,21.7,14.1,27.8,0
1267,4,2.7,9.2,0.5,1.0176,3.3,0.0,12.9,17.7,12.8,22.8,1
1268,2,1.9,5.8,0.46,1.0135,3.6,0.0,15.3,20.8,11.0,28.6,1
1269,4,3.2,14.0,0.42,1.0098,3.45,0.01,14.1,26.3,15.9,34.8,0
1271,3,2.1,7.9,0.56,1.0173,3.05,0.01,11.1,22.1,17.4,27.2,0
1272,5,1.9,12.4,0.47,1.0139,2.85,0.0,9.7,22.1,15.3,27.7,1
1273,5,2.4,10.2,0.62,1.0131,2.55,0.04,7.7,20.7,17.1,26.7,0
1274,6,2.0,8.2,0.62,1.0127,2.41,0.0,6.8,21.0,16.5,26.2,1
1275,5,1.8,8.0,0.5,1.0082,3.15,0.0,11.9,22.9,15.5,29.9,1
1276,3,2.5,12.1,0.39,1.0029,3.36,0.0,13.5,27.1,17.9,34.2,1
1278,5,4.0,12.5,0.58,1.0074,2.62,0.03,8.2,17.8,13.0,22.9,0
1280,6,3.9,12.2,0.74,1.0149,1.83,0.5,3.6,14.6,12.5,18.0,0
1281,7,4.3,11.6,0.69,1.0164,1.69,0.0,2.9,16.0,13.3,20.3,1
1282,3,2.5,7.8,0.65,1.0187,2.82,0.0,9.6,17.3,12.8,22.4,1
1283,3,1.8,7.3,0.57,1.0207,3.18,0.0,12.3,19.0,11.3,24.8,1
1284,4,1.9,8.0,0.53,1.0192,3.05,0.0,11.3,20.3,15.2,25.5,1
1285,6,2.5,10.3,0.53,1.0168,2.57,0.0,8.0,20.8,14.8,26.8,1
1287,5,2.5,9.8,0.46,1.0172,3.33,0.0,13.6,21.7,14.3,27.8,1
1289,2,2.6,8.2,0.44,1.0173,3.37,0.0,14.0,20.3,14.2,26.1,1
1290,0,3.7,12.7,0.43,1.0145,3.52,0.0,15.2,20.1,12.7,26.7,1
1291,0,2.2,7.1,0.42,1.0111,3.5,0.0,15.1,22.0,12.1,30.5,1
1294,4,2.1,7.4,0.62,1.0229,2.65,0.0,8.8,19.2,13.9,24.6,1
1295,0,3.0,9.4,0.51,1.02,3.45,0.0,14.9,21.8,13.1,29.1,1
1296,0,1.9,5.9,0.46,1.0149,3.41,0.07,14.7,24.3,14.6,32.7,0
1299,3,2.9,13.7,0.63,1.0175,2.77,0.0,9.9,21.6,15.8,27.7,1
1301,4,2.0,5.0,0.63,1.0147,2.64,0.0,9.1,20.2,14.5,26.2,1
1302,5,2.2,8.6,0.52,1.0124,2.51,0.0,8.2,23.9,18.8,29.0,1
1304,7,3.2,8.9,0.75,1.0208,1.43,0.05,2.1,18.3,15.8,22.1,0
1306,3,1.7,4.9,0.51,1.0182,2.98,0.0,11.9,20.0,14.2,25.8,1
1307,6,2.5,10.9,0.69,1.0154,1.88,0.16,4.5,18.6,16.0,23.1,0
1308,3,1.8,5.2,0.68,1.0182,2.06,0.0,5.6,20.4,15.7,25.6,1
1309,4,1.6,6.2,0.59,1.0187,3.04,0.0,12.6,23.5,16.0,30.5,1
1310,1,1.9,7.7,0.53,1.0195,3.2,0.0,14.0,25.6,17.7,32.9,1
1311,1,1.7,8.1,0.5,1.0203,3.02,0.0,12.6,26.9,18.6,34.6,1
1312,2,1.9,7.2,0.46,1.0199,2.94,0.0,12.1,27.8,20.9,35.4,1
1313,1,2.2,8.3,0.51,1.0194,2.94,0.0,12.2,26.8,21.3,33.3,1
1314,1,1.7,7.4,0.45,1.0194,3.07,0.0,13.3,25.6,18.0,32.9,1
1315,3,2.2,7.9,0.38,1.0175,2.93,0.0,12.3,27.3,19.2,34.5,1
1316,3,2.1,10.2,0.41,1.0172,2.95,0.0,12.5,27.2,19.9,34.3,1
1318,0,2.2,7.0,0.37,1.0169,3.0,0.0,13.2,26.5,19.4,33.7,1
1319,3,1.9,7.8,0.39,1.0201,2.96,0.0,12.9,27.3,19.3,34.6,1
1322,5,2.1,14.8,0.79,1.0148,1.25,0.28,1.8,19.6,16.8,22.0,0
1323,3,1.6,6.2,0.69,1.0154,2.53,0.01,9.9,21.6,16.2,28.0,0
1324,4,2.0,6.9,0.54,1.0146,2.43,0.18,9.2,24.6,19.0,31.4,0
1325,6,3.1,17.3,0.66,1.0173,1.71,0.32,4.3,21.6,17.4,27.8,0
1326,5,2.7,10.9,0.59,1.02,1.98,0.0,6.1,20.9,17.3,26.1,1
1327,6,2.0,7.1,0.5,1.0168,2.46,0.01,9.7,23.4,17.6,30.1,0
1328,4,2.0,6.4,0.54,1.0154,2.56,0.0,10.6,23.4,17.4,29.2,1
1329,4,2.7,9.7,0.52,1.0169,2.72,0.0,12.1,23.1,17.9,28.9,1
1330,0,2.3,10.3,0.44,1.0174,2.83,0.0,13.2,22.6,15.0,30.0,1
1331,1,1.9,7.2,0.49,1.0155,2.79,0.0,13.0,22.2,15.0,29.1,1
1332,3,2.3,7.0,0.47,1.0131,2.49,0.0,10.5,20.3,14.4,27.3,1
1333,2,2.3,10.8,0.48,1.0116,2.52,0.0,10.9,21.2,13.1,28.6,1
1334,3,3.5,12.9,0.43,1.0103,2.54,0.0,11.2,21.6,17.2,27.5,1
1335,5,2.3,8.8,0.47,1.0072,2.28,0.0,9.2,22.4,14.8,30.2,1
1339,7,2.2,8.4,0.73,1.0188,1.41,0.13,3.1,12.0,8.4,16.8,0
1340,5,2.7,9.3,0.67,1.0238,1.59,0.05,4.3,11.7,7.7,16.2,0
1341,2,2.3,8.3,0.58,1.0288,2.56,0.0,12.7,11.7,5.8,17.8,0
1342,0,1.7,6.0,0.53,1.0287,2.56,0.0,12.9,13.8,5.4,21.8,1
1343,3,2.3,8.5,0.56,1.0221,2.39,0.0,11.4,15.5,7.3,23.7,1
1344,6,1.4,4.4,0.62,1.0192,1.62,0.0,4.9,15.5,10.1,22.2,1
1345,5,2.2,7.3,0.64,1.0152,1.48,0.0,4.0,17.6,12.5,23.7,1
1346,7,2.6,8.0,0.77,1.0092,0.85,0.45,0.6,15.3,13.5,18.2,0
1347,7,1.9,6.4,0.78,1.0079,0.84,0.04,0.6,15.7,13.1,19.7,0
1348,6,3.0,9.9,0.67,1.0154,1.22,0.28,2.5,14.5,11.3,18.3,0
1349,8,5.2,15.8,0.75,1.0171,0.97,0.51,1.2,12.4,9.8,15.1,0
1350,8,4.1,14.7,0.81,1.0255,0.57,0.19,0.0,12.2,10.9,14.6,0
1352,4,2.6,9.6,0.72,1.03,1.5,0.0,4.8,13.0,9.1,18.3,1
1353,0,2.8,10.7,0.68,1.0269,2.25,0.0,11.9,13.0,7.0,20.2,1
1354,6,1.4,5.1,0.71,1.0249,2.11,0.0,10.6,13.7,6.6,22.1,1
1355,2,1.6,6.6,0.65,1.0239,2.19,0.0,11.6,15.7,8.1,23.8,1
1356,1,1.3,3.7,0.65,1.0218,2.18,0.0,11.7,17.4,8.9,27.0,1
1357,1,1.8,4.2,0.55,1.0213,2.16,0.0,11.7,19.9,13.4,28.7,1
1358,1,1.5,5.4,0.62,1.0225,2.14,0.0,11.7,19.6,11.5,28.2,1
1359,0,1.8,6.4,0.6,1.0212,2.09,0.0,11.4,20.3,13.7,28.4,1
1360,1,2.3,9.4,0.56,1.0134,2.03,0.04,11.0,20.2,13.0,27.5,0
1361,8,3.3,11.8,0.75,1.0153,0.5,0.2,0.0,15.1,10.7,18.2,0
1362,4,2.3,7.5,0.67,1.0287,1.32,0.0,4.4,10.9,6.5,15.4,0
1363,1,3.5,11.8,0.61,1.0289,2.03,0.0,11.6,10.7,5.6,17.0,0
1364,4,2.0,5.5,0.56,1.0212,1.98,0.0,11.3,15.2,6.0,24.0,1
1365,2,2.0,7.4,0.58,1.0175,1.89,0.01,10.5,16.4,12.0,22.1,0
1367,5,2.7,9.7,0.74,1.0148,1.13,0.0,3.4,11.9,6.5,15.4,0
1368,2,2.3,7.8,0.71,1.0164,1.86,0.0,10.8,10.6,4.4,16.9,0
1369,7,2.0,6.8,0.8,1.0127,0.59,0.09,0.3,12.1,6.5,16.2,0
1370,7,2.5,11.5,0.69,1.0129,1.08,0.0,3.3,17.2,13.3,22.6,1
1374,6,4.9,14.8,0.7,1.0156,1.23,0.32,5.1,8.2,5.7,11.8,0
1377,7,5.1,15.9,0.85,1.0168,0.77,0.42,1.6,9.3,6.7,11.6,0
1378,7,3.8,11.4,0.8,1.0212,0.57,0.0,0.5,12.2,10.5,14.7,0
1379,5,2.6,8.8,0.72,1.0237,1.21,0.04,5.6,12.8,9.9,17.5,0
1380,7,2.0,5.8,0.76,1.0252,0.45,0.0,0.1,10.5,5.2,12.3,0
1381,6,2.3,6.3,0.72,1.0248,1.07,0.0,4.5,7.6,4.1,12.8,0
1382,5,3.5,10.9,0.68,1.0275,1.41,0.0,8.4,6.0,2.0,11.6,0
1383,0,4.0,13.9,0.66,1.03,1.55,0.0,10.5,5.2,0.3,11.0,0
1384,0,4.3,11.8,0.66,1.0296,1.52,0.0,10.3,4.7,1.5,9.8,0
1385,0,4.4,12.1,0.61,1.0254,1.5,0.0,10.4,4.1,0.5,9.4,0
1386,2,2.4,8.5,0.66,1.0159,1.46,0.0,10.1,3.8,-1.4,11.4,0
1387,3,1.6,6.2,0.74,1.0094,1.3,0.01,8.1,4.8,-0.1,12.6,0
1388,8,1.4,4.4,0.8,1.0004,0.5,0.31,0.5,6.5,4.0,10.0,0
1389,8,2.8,12.3,0.86,1.0074,0.34,0.13,0.0,5.2,3.7,7.2,0
1390,6,1.8,6.7,0.82,1.0133,0.34,0.03,0.0,4.4,3.0,5.9,0
1391,8,4.3,13.3,0.83,1.0093,0.33,0.31,0.0,2.3,-1.3,3.6,0
1392,6,2.1,6.6,0.79,1.0188,0.61,0.0,1.4,-1.2,-3.2,1.0,0
1393,3,3.7,10.5,0.7,1.0234,0.97,0.0,5.0,0.5,-3.3,4.7,0
1394,6,2.5,8.0,0.66,1.0176,0.84,0.0,3.7,2.1,-2.4,6.6,0
1395,1,1.6,6.8,0.75,1.0207,1.18,0.0,8.1,1.1,-4.2,8.1,0
1396,0,1.9,4.6,0.68,1.0196,1.27,0.0,9.8,2.5,-2.8,10.1,0
1397,5,1.9,7.7,0.71,1.0045,1.0,0.34,6.1,5.3,-1.0,12.9,0
1398,5,3.4,14.5,0.76,0.9964,0.43,0.01,0.5,5.3,1.8,8.0,0
1400,8,2.6,8.6,0.8,0.9973,0.33,0.11,0.1,8.0,6.4,11.6,0
1401,5,2.4,7.8,0.78,1.0105,0.71,0.01,3.1,7.8,5.8,11.0,0
1402,5,4.3,14.9,0.67,1.0184,0.46,0.01,0.8,9.4,4.5,13.2,0
1403,1,2.4,7.2,0.66,1.0315,1.04,0.0,7.8,9.0,3.4,14.6,0
1404,3,2.6,9.1,0.76,1.0335,1.11,0.0,9.0,6.0,1.1,12.6,0
1407,6,4.3,13.4,0.69,1.0217,0.45,0.0,1.0,5.8,1.9,9.8,0
1408,2,1.6,5.2,0.76,1.0257,1.0,0.0,8.1,6.0,-0.1,14.1,0
1409,8,2.3,6.3,0.95,1.0259,0.25,0.0,0.0,2.7,1.6,3.9,0
1411,8,1.6,4.8,0.91,1.0229,0.25,0.05,0.0,2.3,0.5,4.6,0
1412,8,2.0,6.7,0.96,1.0266,0.24,0.46,0.0,4.5,2.7,6.1,0
1414,6,1.9,6.2,0.79,1.0193,0.72,0.0,4.7,7.4,3.5,11.9,0
1417,8,3.5,13.1,0.64,1.0276,0.23,0.0,0.0,7.6,2.7,11.1,0
1418,3,1.9,8.6,0.79,1.0262,0.91,0.0,8.5,8.1,3.8,13.4,0
1420,4,1.4,5.4,0.85,1.0171,0.6,0.0,3.5,5.5,1.1,11.8,0
1421,5,1.5,5.0,0.85,1.0141,0.62,0.0,3.9,5.9,1.9,10.7,0
1422,4,1.2,4.5,0.88,1.0115,0.66,0.0,4.6,4.9,1.1,12.7,0
1423,4,1.2,3.4,0.91,1.0107,0.5,0.0,2.5,4.1,1.3,7.4,0
1424,6,1.2,6.1,0.89,1.0127,0.67,0.0,5.1,6.4,1.1,12.4,0
1425,7,1.6,5.9,0.96,1.0079,0.21,0.0,0.0,4.1,1.9,6.0,0
1426,8,1.4,5.9,0.97,0.9996,0.2,0.0,0.0,2.7,0.6,4.0,0
1428,8,2.9,7.5,0.96,1.0158,0.2,0.27,0.0,1.6,-0.3,3.3,0
1429,7,1.4,5.0,0.95,1.0144,0.48,0.0,2.6,1.7,-1.9,5.1,0
1430,7,2.0,5.0,0.93,1.0107,0.5,0.0,2.7,2.8,-0.3,6.8,0
1431,7,1.7,5.0,0.93,1.0153,0.26,0.0,0.2,4.5,2.9,7.1,0
1432,8,2.1,6.5,0.96,1.0222,0.2,0.0,0.0,2.8,1.8,3.7,0
1433,8,2.0,5.7,0.96,1.0244,0.2,0.0,0.0,2.2,1.3,2.8,0
1434,7,1.8,5.2,0.96,1.0287,0.2,0.0,0.0,2.4,1.4,3.6,0
1435,8,3.6,11.8,0.93,1.0238,0.2,0.41,0.0,1.5,-3.6,3.8,0
1436,4,3.4,11.5,0.78,1.0305,0.59,0.0,4.7,-1.7,-4.1,0.9,0
1437,0,1.9,5.9,0.77,1.0294,0.74,0.0,7.9,-2.8,-6.1,2.1,0
1438,0,2.1,5.6,0.73,1.0215,0.73,0.0,7.9,-1.2,-4.5,4.4,0
1439,2,2.1,8.2,0.69,1.0174,0.72,0.0,7.7,1.0,-1.7,6.2,0
1440,4,1.9,6.3,0.63,1.0207,0.51,0.07,3.4,3.1,-1.5,9.4,0
1441,7,3.6,17.0,0.8,1.0244,0.25,0.01,0.2,5.1,2.2,7.2,0
1442,7,3.3,15.3,0.78,1.0205,0.19,0.49,0.0,6.8,1.3,10.3,0
1446,6,2.1,7.2,0.87,1.03,0.45,0.0,2.5,0.5,-1.5,2.9,0
1447,6,1.6,5.0,0.94,1.0281,0.52,0.0,3.8,-3.0,-5.1,-1.0,0
1448,6,1.1,4.9,0.83,1.0248,0.43,0.01,2.2,0.7,-3.9,5.3,0
1449,4,2.1,6.3,0.66,1.0215,0.54,0.07,4.2,6.6,4.4,11.9,0
1453,0,1.8,5.6,0.59,1.0365,0.71,0.0,7.8,-7.7,-11.4,-3.0,0
1454,4,1.1,3.4,0.67,1.0321,0.45,0.0,2.6,-4.3,-10.2,1.3,0
1455,6,1.2,3.8,0.7,1.0217,0.53,0.0,3.9,-1.0,-5.3,5.2,0
1456,7,2.1,8.5,0.63,1.0111,0.27,0.0,0.4,3.5,-1.4,8.3,0
1458,8,2.8,9.3,0.84,1.0131,0.19,0.0,0.0,1.5,0.1,4.0,0
1459,8,1.8,6.0,0.93,1.0133,0.19,0.38,0.0,0.2,-0.3,0.6,0
1460,8,2.0,6.1,0.95,1.02,0.19,0.67,0.0,-0.1,-1.1,0.6,0
1461,8,2.3,14.0,0.92,1.0162,0.2,0.06,0.0,-1.2,-3.0,-0.1,0
1462,8,3.1,8.2,0.85,1.0157,0.2,0.07,0.0,-3.9,-6.7,-3.0,0
1463,6,1.9,5.4,0.77,1.0238,0.44,0.0,2.2,-6.7,-11.5,-4.0,0
1464,8,3.8,13.9,0.79,1.0205,0.2,0.14,0.0,-4.5,-7.0,-1.4,0
1465,8,4.2,13.0,0.9,1.0227,0.2,0.44,0.0,-0.2,-1.4,0.6,0
1467,7,2.5,9.7,0.94,1.0215,0.26,0.01,0.2,2.4,1.0,4.4,0
1468,7,1.9,5.7,0.96,1.0156,0.21,0.35,0.0,0.7,-0.2,1.7,0
1470,8,3.9,11.8,0.84,1.0165,0.21,0.0,0.0,2.5,0.6,3.4,0
1474,6,5.3,18.1,0.72,1.0024,0.7,0.31,5.7,4.6,1.1,7.2,0
1478,7,2.5,9.2,0.91,1.0152,0.23,0.0,0.0,0.5,-1.3,2.4,0
1480,7,5.3,18.3,0.89,1.0089,0.24,0.5,0.0,0.7,-2.0,2.0,0
1481,6,2.1,6.1,0.74,1.0197,0.47,0.01,1.6,-2.9,-4.0,-1.3,0
1482,6,1.9,5.3,0.77,1.0239,0.54,0.0,2.4,-4.0,-5.5,-1.5,0
1483,2,2.2,5.4,0.78,1.0234,0.89,0.0,8.0,-6.4,-8.6,-2.6,0
1485,8,2.0,7.0,0.95,1.0156,0.25,0.39,0.0,0.0,-2.1,0.9,0
1487,7,3.1,12.2,0.86,1.0003,0.56,0.12,2.2,-0.9,-3.4,3.0,0
1488,7,3.6,9.0,0.81,1.0041,0.38,0.01,0.5,-2.3,-4.0,-0.6,0
1489,7,4.6,15.7,0.77,1.0063,0.42,0.06,0.7,-2.2,-3.0,-0.4,0
1490,6,4.9,17.0,0.58,1.02,0.86,0.0,6.1,-1.5,-3.1,2.4,0
1491,2,3.4,17.3,0.44,1.0176,0.98,0.0,8.0,4.0,-2.7,11.6,0
1494,6,3.2,9.9,0.56,1.0327,0.93,0.0,6.5,9.5,6.2,13.1,0
1495,5,2.6,7.8,0.46,1.0339,0.91,0.0,6.0,8.1,3.2,14.1,0
1501,6,4.1,16.0,0.59,1.0325,0.98,0.51,5.9,1.5,-0.3,4.6,0
1503,6,1.0,4.9,0.73,1.0334,0.33,0.0,0.0,-1.2,-3.4,-0.1,0
1504,7,2.5,8.6,0.76,1.0334,0.64,0.01,1.6,1.7,-0.7,4.8,0
1505,8,1.6,4.4,0.82,1.0271,0.34,0.01,0.0,3.1,2.0,4.8,0
1506,8,2.1,5.4,0.8,1.0246,0.34,0.0,0.0,3.0,1.9,4.1,0
1507,5,1.8,5.0,0.77,1.0273,0.94,0.0,4.4,3.2,-0.9,7.2,0
1508,8,2.3,7.4,0.84,1.0273,0.77,0.0,2.4,0.2,-2.6,2.9,0
1510,7,5.3,15.8,0.75,1.0184,0.46,0.0,0.2,-0.2,-2.0,1.0,0
1511,1,4.3,13.5,0.67,1.0214,1.37,0.0,9.4,0.0,-3.4,4.9,0
1512,6,2.1,6.2,0.71,1.0134,0.59,0.0,0.8,1.6,-2.3,5.0,0
1516,4,2.7,8.4,0.56,1.0114,1.47,0.0,9.6,-2.4,-6.7,2.4,0
1517,7,2.2,6.5,0.71,1.0037,0.5,0.04,0.2,-0.9,-3.0,1.9,0
1518,7,2.0,5.8,0.78,1.0013,0.74,0.08,1.4,-3.4,-4.6,-1.7,0
1519,4,1.9,5.9,0.69,1.0057,1.41,0.0,8.1,-2.9,-6.4,0.8,0
1520,6,2.0,7.6,0.66,1.0154,0.83,0.02,1.9,-2.3,-4.4,0.9,0
1521,8,2.1,6.9,0.79,1.0276,0.66,0.03,0.9,-3.6,-5.7,-0.2,0
1522,8,4.2,10.1,0.84,1.0318,0.43,0.21,0.0,-3.1,-5.7,-1.0,0
1523,7,3.7,11.3,0.73,1.0313,0.85,0.0,2.0,0.6,-1.2,2.9,0
1524,5,2.1,7.4,0.61,1.0267,1.5,0.0,7.6,1.0,-2.3,5.9,0
1525,3,3.4,9.6,0.71,1.0237,1.48,0.0,7.2,-1.9,-5.4,2.0,0
1526,8,1.4,5.5,0.8,1.0205,0.46,0.21,0.0,-1.2,-6.0,2.8,0
1527,7,1.8,6.3,0.75,1.0235,1.15,0.0,3.9,2.6,1.0,5.4,0
1528,7,2.4,7.4,0.73,1.0253,0.87,0.02,1.8,1.4,-1.7,4.4,0
1530,5,2.8,9.8,0.74,1.0219,1.8,0.0,9.5,-0.8,-4.4,3.1,0
1531,7,1.6,5.0,0.76,1.0197,0.49,0.0,0.0,-0.7,-2.7,1.4,0
1532,4,2.1,7.2,0.65,1.0177,1.86,0.0,9.8,2.9,-3.8,10.1,0
1533,5,1.7,5.9,0.58,1.0196,1.71,0.01,8.1,7.3,0.5,14.1,0
1534,7,2.1,6.2,0.83,1.0297,0.51,0.01,0.0,6.8,3.7,9.3,0
1535,3,2.6,10.5,0.61,1.0335,2.06,0.0,11.2,9.2,1.9,16.1,0
1536,4,2.0,6.0,0.53,1.0336,2.08,0.0,11.2,11.5,5.3,18.7,1
1537,1,2.0,15.0,0.44,1.0304,2.1,0.0,11.2,13.1,3.7,22.5,1
1539,6,4.4,13.3,0.47,1.0216,1.79,0.02,7.9,14.0,11.2,18.5,0
1542,5,4.3,16.9,0.62,1.0134,1.65,0.0,6.2,6.5,3.6,9.6,0
1545,8,2.7,7.8,0.84,1.0153,0.58,0.59,0.0,1.1,0.0,2.8,0
1546,8,2.4,7.5,0.71,1.0167,0.59,0.0,0.0,-0.2,-2.0,0.8,0
1547,4,2.3,7.8,0.69,1.0171,1.8,0.0,6.8,-0.1,-4.3,4.2,0
1548,2,1.7,6.0,0.64,1.0204,2.37,0.0,11.7,2.7,-3.2,8.3,0
1549,0,2.5,6.5,0.67,1.0215,2.4,0.0,11.8,5.1,-1.8,12.3,0
1550,0,4.3,11.6,0.61,1.0167,2.43,0.0,11.9,7.2,1.0,14.1,0
1551,4,1.6,5.1,0.57,1.0133,2.29,0.0,10.4,9.2,0.4,17.3,0
1552,2,2.3,9.4,0.56,1.0117,2.18,0.0,9.3,11.9,5.4,18.7,1
1553,2,2.2,8.3,0.59,1.0118,2.41,0.0,11.2,12.8,4.3,20.8,1
1554,6,3.4,10.8,0.58,1.0222,1.28,0.0,2.6,11.3,8.5,14.7,0
1555,7,3.6,13.8,0.62,1.0229,1.55,0.56,4.2,10.4,6.1,14.4,0
1556,7,4.0,16.2,0.82,1.0171,1.25,0.52,2.3,7.1,4.4,10.7,0
1557,6,5.1,16.5,0.79,1.0082,0.84,0.61,0.4,4.9,1.5,9.4,0
1558,7,4.0,14.2,0.82,1.0092,1.23,0.19,2.1,3.3,0.9,6.3,0
1559,6,4.1,14.0,0.72,1.0143,2.05,0.21,7.4,4.4,1.3,8.9,0
1560,5,3.0,9.5,0.64,1.0122,2.21,0.03,8.5,5.5,-0.9,10.3,0
1561,8,2.5,7.0,0.74,1.0106,0.68,0.01,0.0,5.4,2.9,7.7,0
1562,7,2.8,15.0,0.8,1.0175,1.15,0.02,1.5,6.0,3.8,9.3,0
1563,6,3.0,11.0,0.64,1.0219,2.0,0.0,6.6,6.6,1.5,11.6,0
1564,7,3.5,8.9,0.55,1.0184,1.67,0.0,4.3,7.5,4.0,11.8,0
1565,4,3.3,9.8,0.56,1.0203,1.76,0.0,4.8,8.4,5.4,12.4,0
1566,4,1.8,7.1,0.56,1.0196,1.63,0.0,3.9,9.9,3.2,16.0,0
1567,2,3.1,10.9,0.52,1.0139,2.74,0.0,12.0,12.9,6.1,19.2,1
1570,8,3.1,9.8,0.87,1.0008,0.74,0.24,0.0,6.2,4.7,9.9,0
1571,3,1.8,6.0,0.52,1.0091,2.77,0.0,11.7,10.0,3.5,16.0,0
1572,5,2.0,14.0,0.5,1.0154,2.66,0.0,10.7,13.9,9.6,19.6,1
1573,4,1.7,6.5,0.55,1.0142,2.91,0.0,12.6,14.7,6.5,22.3,1
1575,6,3.2,8.3,0.66,1.0228,1.5,0.03,2.7,9.4,7.4,12.6,0
1576,5,2.6,9.5,0.68,1.0252,0.96,0.04,0.4,8.2,6.1,10.2,0
